PBIUSI,Genus,species,Country,State_Prov,Sec_Subdiv,Locality,Lat,Lon,Start_Date,End_Date,Collector,Sex,Inst_Code,Project,Type,Det_By,Det_Date,Det_History,Spec_Notes,Loc_Notes,Accuracy,Coll_Method,Pres_Method,Spec_Count,Lat_Lon_Method,Lat_Lon_Accuracy,Elev_m,Elev_f,Elev_Det,Trip_Code,Dissections,Illustrations,Measurements,Photos,SEM,DNA,OrigUSI,Family,Subfamily,Tribe,Macro_Habitat,Micro_Habitat,Host_Family,Host_Genus,Host_species,Host_subspecies,Host_Author,Host_Common_Name,Host_Relation,Host_Location,Host_Emergence_Date,Host_with_Specimen
AMNH_BEE 00060265,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,08 Jun 1893,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060266,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,08 Jun 1893,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060267,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,08 Jun 1893,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060270,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,04 Jun 1894,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060271,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,04 Jun 1894,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060272,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,04 Jun 1894,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060273,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,04 Jun 1894,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060274,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,04 Jun 1894,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,Stage,1966,"confirmed by J. S. Ascher, 2008",,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060248,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060249,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060250,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060251,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060252,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060253,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060254,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060255,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060256,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,03 Jun 1896,,J. L. Zabriskie,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060213,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,02 Jul 1895,,J. L. Zabriskie,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060276,Macropis,ciliata,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,02 Jul 1895,,J. L. Zabriskie,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00235125,Macropis,nuda,USA,New York,Kings,Flatbush (Long Island),40.65194,-73.95944,02 Jul 1895,,J. L. Zabriskie,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2012,,Mites removed B. M. OConnor #04-0508-174,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060218,Macropis,nuda,USA,New York,Kings,"Lott Wood, Flatbush (on Long Island)",40.61027,-73.9325,01 Jul 1893,,J. L. Zabriskie,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,Google Earth,,4,14,Unknown,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00270828,Macropis,patellata,USA,Pennsylvania,Lehigh,Slatington,40.7473,-75.6217,7/2/2013,,"J. G. Rozen, E. S. Wyman",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2013,,,,,Netting,Pinned,1,Label,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00027037,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027038,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027039,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027040,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027041,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027042,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027043,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027044,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027045,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027046,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027047,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027048,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027049,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027050,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00027051,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/15/2011,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
AMNH_BEE 00246615,Macropis,ciliata,USA,Massachusetts,Franklin,"Montague, powerline E of Lake Pleasant Rd., S of Miller's Falls Rd.",42.58111,-72.52082,6/4/2010,,J. Milam,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. Milam,,,,,,Netting,Pinned,1,Label,Unknown,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00246616,Macropis,ciliata,USA,Massachusetts,Franklin,"Montague WMA, Ramblers Club House; N 42.56931, W 72.51679",42.56931,-72.51679,7/15/2009,,J. Milam,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. Milam,,,,,,Netting,Pinned,1,Label,Unknown,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Fabaceae,Melilotus,officinalis,,,,associated with,,,NO
CUIC_ENT 00000001,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/9/2009,,B. N. Danforth,Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,B. N. Danforth,2009,,test record,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,,,,,associated with,,,NO
CUIC_ENT 00021711,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/9/2009,,"B. N. Danforth, M. Orr",Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00021712,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/9/2009,,"B. N. Danforth, M. Orr",Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
CUIC_ENT 00021713,Macropis,nuda,USA,New York,Albany,"Myosotis Lake, Huyck Preserve, Rensselaerville",42.5227,-74.1485,7/9/2009,,"B. N. Danforth, M. Orr",Adult Male,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,,,,,coords for lakeside at road,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
